,customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
1063,0121-SNYRK,DSL,Yes,No,No,Yes,No,No
1064,1768-ZAIFU,DSL,No,No,No,No,No,No
1065,4671-LXRDQ,DSL,No,No,No,No,No,No
1066,3733-LSYCE,Fiber optic,No,Yes,No,No,No,No
1067,3838-OZURD,Fiber optic,No,Yes,Yes,No,Yes,Yes
1068,1371-DWPAZ,DSL,Yes,Yes,Yes,Yes,Yes,No
1069,9269-CQOOL,DSL,No,No,No,No,Yes,No
1070,7690-KPNCU,DSL,Yes,No,Yes,No,Yes,Yes
1071,2293-IJWPS,Fiber optic,No,No,Yes,No,Yes,Yes
1072,2845-HSJCY,Fiber optic,No,No,Yes,No,No,Yes
1073,1184-PJVDB,Fiber optic,No,No,No,No,Yes,No
1074,2625-TRCZQ,DSL,No,Yes,No,No,Yes,Yes
1075,4102-HLENU,DSL,Yes,Yes,Yes,No,No,No
1076,7722-VJRQD,DSL,Yes,No,Yes,Yes,Yes,Yes
1077,9415-DPEWS,Fiber optic,No,No,No,Yes,Yes,No
1078,0196-JTUQI,Fiber optic,No,No,No,No,No,No
1079,7130-YXBRO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1080,9272-LSVYH,Fiber optic,No,No,No,No,No,No
1081,7943-RQCHR,Fiber optic,No,No,No,No,Yes,Yes
1082,3793-MMFUH,Fiber optic,No,No,No,No,Yes,Yes
1083,3249-ZPQRG,Fiber optic,No,Yes,No,No,No,No
1084,2568-BRGYX,Fiber optic,No,No,No,No,No,No
1085,3084-DOWLE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1086,1084-MNSMJ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1087,7721-JXEAW,DSL,No,Yes,No,No,No,Yes
1088,7249-WBIYX,Fiber optic,No,No,No,No,Yes,No
1089,4238-HFHSN,Fiber optic,No,Yes,No,No,No,No
1090,6250-CGGUN,Fiber optic,Yes,No,Yes,Yes,No,No
1091,5478-JJVZK,DSL,Yes,Yes,No,No,No,No
1092,6567-HOOPW,Fiber optic,No,No,No,No,Yes,No
1093,9793-WECQC,Fiber optic,No,Yes,No,No,Yes,Yes
1094,8999-YPYBV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1095,3164-AALRN,DSL,No,No,Yes,No,Yes,Yes
1096,3071-MVJCD,DSL,Yes,Yes,Yes,Yes,Yes,No
1097,1697-BCSHV,DSL,No,Yes,No,No,Yes,No
1098,0562-KBDVM,DSL,Yes,Yes,Yes,Yes,No,No
1099,1131-SUEKT,Fiber optic,No,Yes,No,Yes,Yes,Yes
1100,3717-OEAUQ,Fiber optic,No,No,No,No,No,No
1101,3334-CTHOL,DSL,No,No,No,No,No,No
1102,4704-ERYFC,Fiber optic,No,No,No,No,No,No
1103,9432-RUVSL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1104,8060-HIWJJ,DSL,No,Yes,Yes,Yes,Yes,Yes
1105,9089-UOWJG,DSL,No,No,Yes,No,Yes,No
1106,8621-MNIHH,Fiber optic,No,Yes,Yes,No,No,Yes
1107,8039-ACLPL,DSL,Yes,Yes,Yes,No,No,Yes
1108,9885-AIBVB,Fiber optic,No,Yes,Yes,No,No,No
1109,2272-JKMSI,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1110,0471-LVHGK,DSL,No,No,Yes,No,Yes,Yes
1111,9518-RWHZL,Fiber optic,No,No,Yes,No,Yes,Yes
1112,8714-CTZJW,Fiber optic,No,No,Yes,No,No,Yes
1113,3569-EDBPQ,Fiber optic,Yes,No,No,Yes,No,No
1114,5419-CONWX,Fiber optic,No,Yes,Yes,No,Yes,Yes
1115,6240-EURKS,DSL,No,No,No,No,No,Yes
1116,2373-NTKOD,DSL,No,No,No,No,Yes,Yes
1117,6960-HVYXR,Fiber optic,No,No,No,No,No,No
1118,0895-UADGO,DSL,Yes,No,No,Yes,No,Yes
1119,5678-VFNEQ,Fiber optic,Yes,No,Yes,No,Yes,Yes
1120,5977-CKHON,Fiber optic,No,No,Yes,No,No,Yes
1121,7024-OHCCK,Fiber optic,No,No,No,No,Yes,Yes
1122,2692-BUCFV,Fiber optic,No,Yes,Yes,No,Yes,Yes
1123,7861-UVUFT,Fiber optic,No,No,Yes,No,Yes,No
1124,1830-GGFNM,Fiber optic,Yes,Yes,Yes,Yes,No,No
1125,5302-BDJNT,Fiber optic,No,No,Yes,Yes,Yes,No
1126,5223-UZAVK,Fiber optic,Yes,Yes,No,No,Yes,Yes
1127,4859-ZSRDZ,DSL,No,No,Yes,Yes,Yes,Yes
1128,5651-WYIPH,DSL,No,Yes,No,No,No,No
1129,9350-VLHMB,Fiber optic,No,Yes,No,No,No,Yes
1130,8785-CJSHH,Fiber optic,No,Yes,No,No,Yes,Yes
1131,5357-TZHPP,Fiber optic,No,No,No,No,No,Yes
1132,3870-SPZSI,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1133,0680-DFNNY,Fiber optic,No,No,Yes,No,Yes,Yes
1134,7077-XJMET,DSL,No,No,Yes,Yes,Yes,Yes
1135,8752-GHJFU,Fiber optic,Yes,Yes,Yes,Yes,No,No
1136,6896-SRVYQ,Fiber optic,No,No,Yes,No,No,No
1137,7767-UXAGJ,DSL,No,No,No,No,No,No
1138,6718-BDGHG,DSL,No,No,No,Yes,Yes,No
1139,6439-LAJXL,DSL,Yes,Yes,No,Yes,Yes,No
1140,1571-SAVHK,Fiber optic,No,No,No,Yes,Yes,Yes
1141,9052-VKDUW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1142,9546-CQJSU,Fiber optic,No,No,Yes,No,Yes,No
1143,1666-JZPZT,DSL,No,No,No,No,No,No
1144,5777-KJIRB,DSL,No,No,Yes,No,No,No
1145,0506-LVNGN,Fiber optic,No,No,Yes,No,No,No
1146,2480-EJWYP,Fiber optic,No,Yes,No,No,Yes,Yes
1147,3253-HKOKL,Fiber optic,Yes,No,Yes,No,Yes,Yes
1148,7055-HNEOJ,DSL,No,No,Yes,Yes,No,No
1149,5514-YQENT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1150,3211-AAPKX,Fiber optic,No,No,No,Yes,Yes,Yes
1151,8445-DNBAE,DSL,No,No,No,No,No,No
1152,2951-QOQTK,Fiber optic,No,No,No,Yes,No,No
1153,6890-PFRQX,DSL,Yes,No,Yes,No,Yes,No
1154,0222-CNVPT,DSL,Yes,No,No,No,Yes,Yes
1155,5899-OUVKV,Fiber optic,No,Yes,No,No,Yes,Yes
1156,1621-YNCJH,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1157,3473-XIIIT,Fiber optic,No,Yes,No,No,Yes,Yes
1158,6362-QHAFM,Fiber optic,No,No,Yes,Yes,Yes,Yes
1159,3070-BDOQC,Fiber optic,No,Yes,Yes,No,Yes,Yes
1160,2952-QAYZF,Fiber optic,No,Yes,Yes,No,No,No
1161,6234-PFPXL,Fiber optic,Yes,No,No,Yes,Yes,No
1162,4763-PGDPO,Fiber optic,No,No,No,No,No,No
1163,4283-IVYCI,DSL,Yes,No,No,Yes,No,Yes
1164,1866-OBPNR,Fiber optic,No,Yes,No,No,No,No
1165,8205-MQUGY,DSL,Yes,No,No,No,No,No
1166,8970-ANWXO,DSL,No,No,No,Yes,Yes,Yes
1167,9480-BQJEI,Fiber optic,Yes,Yes,No,No,No,Yes
1168,5394-SVGJV,Fiber optic,No,No,No,Yes,Yes,Yes
1169,9777-WJJPR,Fiber optic,No,No,Yes,No,Yes,No
1170,9283-LZQOH,Fiber optic,No,No,No,No,No,No
1171,7079-QRCBC,Fiber optic,No,No,Yes,No,Yes,Yes
1172,9495-SKLKD,Fiber optic,No,Yes,Yes,No,No,Yes
1173,6048-UWKAL,Fiber optic,No,Yes,No,Yes,Yes,Yes
1174,5469-CTCWN,Fiber optic,Yes,Yes,No,No,Yes,Yes
1175,9851-QXEEQ,Fiber optic,No,Yes,Yes,No,Yes,Yes
1176,6281-FKEWS,DSL,No,No,Yes,No,Yes,Yes
1177,8898-KASCD,DSL,No,No,Yes,Yes,No,No
1178,9242-TKFSV,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1179,9290-SHCMB,Fiber optic,No,No,Yes,No,Yes,Yes
1180,0743-HNPFG,DSL,Yes,Yes,No,Yes,No,Yes
1181,2277-BKJKN,Fiber optic,No,Yes,Yes,No,Yes,Yes
1182,9809-IMGCQ,Fiber optic,No,No,No,No,Yes,Yes
1183,5208-HFSBT,DSL,No,Yes,No,Yes,No,No
1184,5035-PGZXH,Fiber optic,No,Yes,Yes,No,Yes,Yes
1185,8695-WDYEA,DSL,Yes,No,No,No,No,No
1186,6543-JXSOO,DSL,Yes,Yes,No,Yes,No,No
1187,8016-ZMGMO,DSL,No,Yes,Yes,No,Yes,No
1188,3254-YRILK,Fiber optic,No,Yes,No,No,Yes,No
1189,6416-YJTTB,Fiber optic,Yes,No,Yes,No,No,No
1190,4472-VESGY,Fiber optic,Yes,Yes,Yes,No,No,Yes
1191,3128-YOVTD,Fiber optic,Yes,Yes,No,No,No,No
1192,0529-ONKER,Fiber optic,No,No,No,No,No,No
1193,1728-CXQBE,Fiber optic,No,Yes,Yes,No,No,Yes
1194,7041-TXQJH,DSL,No,No,Yes,No,No,Yes
1195,5724-BIDBU,DSL,Yes,No,No,No,No,No
1196,0481-SUMCB,Fiber optic,No,No,Yes,No,Yes,Yes
1197,1769-GRUIK,Fiber optic,No,No,No,No,No,No
1198,5240-IJOQT,Fiber optic,No,No,No,No,No,No
1199,8819-WFGGJ,DSL,Yes,No,Yes,No,Yes,Yes
1200,2811-POVEX,Fiber optic,No,Yes,Yes,No,No,Yes
1201,1092-GANHU,Fiber optic,No,No,Yes,No,No,No
1202,7898-PDWQE,DSL,Yes,Yes,Yes,Yes,No,Yes
1203,9314-IJWSQ,Fiber optic,No,No,No,No,Yes,No
1204,0661-XEYAN,DSL,No,No,No,No,No,No
1205,1921-KYSAY,DSL,No,No,Yes,Yes,No,Yes
1206,6198-RTPMF,Fiber optic,No,No,No,No,Yes,Yes
1207,2924-KHUVI,Fiber optic,Yes,No,No,No,Yes,Yes
1208,7881-EVUAD,DSL,Yes,Yes,No,No,No,Yes
1209,9207-ZPANB,DSL,Yes,Yes,Yes,Yes,No,No
1210,5766-XQXMQ,DSL,Yes,Yes,Yes,No,No,Yes
1211,9327-QSDED,DSL,No,No,No,No,No,No
1212,1656-DRSMG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1213,2984-AFWNC,Fiber optic,No,Yes,No,No,Yes,Yes
1214,8096-LOIST,DSL,No,No,No,No,No,Yes
1215,3703-VAVCL,Fiber optic,No,No,Yes,Yes,No,Yes
1216,8519-QJGJD,Fiber optic,No,No,Yes,No,No,No
1217,7905-NJMXS,DSL,Yes,Yes,No,Yes,No,No
1218,2882-WDTBA,DSL,Yes,Yes,Yes,Yes,Yes,No
1219,2091-GPPIQ,DSL,No,Yes,No,Yes,Yes,Yes
1220,6326-MTTXK,Fiber optic,No,Yes,No,No,Yes,Yes
1221,5071-FBJFS,DSL,Yes,No,No,No,No,No
1222,2796-UUZZO,Fiber optic,No,Yes,Yes,No,No,No
1223,0330-IVZHA,Fiber optic,No,No,No,No,No,No
1224,3794-NFNCH,DSL,No,No,Yes,No,No,No
1225,5193-QLVZB,Fiber optic,No,Yes,Yes,No,Yes,Yes
1226,2886-KEFUM,Fiber optic,No,Yes,Yes,No,Yes,Yes
1227,5522-NYKPB,Fiber optic,No,No,No,Yes,Yes,No
1228,4237-RLAQD,DSL,No,No,No,No,No,No
1229,9957-YODKZ,Fiber optic,No,No,Yes,No,No,No
1230,2245-ADZFJ,DSL,No,Yes,No,Yes,Yes,Yes
1231,7776-QGYJC,Fiber optic,No,No,Yes,Yes,No,No
1232,9651-GTSAQ,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1233,3186-BAXNB,Fiber optic,No,Yes,No,Yes,Yes,No
1234,4672-FOTSD,DSL,Yes,Yes,No,Yes,No,No
1235,0637-YLETY,Fiber optic,No,Yes,Yes,No,No,Yes
1236,7338-ERIVA,DSL,Yes,No,No,Yes,Yes,No
1237,1157-BQCUW,Fiber optic,No,No,No,No,No,No
1238,8259-NFJTV,DSL,Yes,No,No,Yes,No,No
1239,3223-DWFIO,Fiber optic,No,No,No,No,No,No
1240,2660-EMUBI,Fiber optic,No,No,No,No,Yes,Yes
1241,6968-GMKPR,Fiber optic,No,Yes,Yes,No,No,No
1242,4751-ERMAN,DSL,No,Yes,Yes,No,Yes,Yes
1243,1436-ZMJAN,DSL,No,No,Yes,No,Yes,Yes
1244,3292-PBZEJ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1245,0799-DDIHE,DSL,No,No,No,No,No,No
1246,7675-OZCZG,DSL,No,No,No,No,No,No
1247,5014-WUQMG,Fiber optic,Yes,Yes,Yes,No,No,Yes
1248,2003-CKLOR,Fiber optic,No,Yes,Yes,No,Yes,Yes
1249,0993-OSGPT,DSL,No,Yes,Yes,Yes,No,No
1250,9254-RBFON,Fiber optic,No,No,Yes,Yes,Yes,Yes
1251,1205-WNWPJ,DSL,No,No,No,Yes,Yes,No
1252,9391-EOYLI,Fiber optic,No,No,No,No,No,Yes
1253,7108-DGVUU,DSL,No,Yes,Yes,No,No,Yes
1254,2782-JEEBU,DSL,No,Yes,No,Yes,No,No
1255,5127-BZENZ,DSL,Yes,No,No,No,Yes,No
1256,2720-FVBQP,DSL,No,No,No,No,No,No
1257,9906-NHHVC,DSL,No,Yes,Yes,No,Yes,Yes
1258,4522-XRWWI,DSL,Yes,No,No,Yes,Yes,Yes
1259,3766-EJLFL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1260,8152-UOBNY,Fiber optic,No,Yes,No,Yes,Yes,Yes
1261,7351-KYHQH,DSL,No,Yes,Yes,No,Yes,No
1262,8387-MOJJT,Fiber optic,No,No,No,No,Yes,No
1263,2761-OCIAX,Fiber optic,No,Yes,No,No,No,No
1264,7321-VGNKU,Fiber optic,No,No,No,No,No,No
1265,5327-CNLUQ,Fiber optic,Yes,Yes,Yes,No,Yes,No
1266,5816-JMLGY,DSL,No,Yes,Yes,Yes,Yes,Yes
1267,3068-OMWZA,Fiber optic,No,No,Yes,No,Yes,No
1268,2927-QRRQV,Fiber optic,No,Yes,Yes,No,Yes,No
1269,6032-KRXXO,Fiber optic,No,No,No,No,Yes,Yes
1270,7459-RRWQZ,DSL,Yes,No,No,No,No,Yes
1271,6265-SXWBU,Fiber optic,No,Yes,Yes,No,Yes,No
1272,6374-NTQLP,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1273,4154-AQUGT,Fiber optic,No,Yes,No,Yes,No,Yes
1274,3584-WKTTW,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1275,3399-BMLVW,DSL,Yes,Yes,No,Yes,No,No
1276,1971-DTCZB,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1277,3092-IGHWF,Fiber optic,No,Yes,Yes,No,No,No
1278,3813-DHBBB,DSL,Yes,Yes,No,Yes,No,Yes
1279,4939-KYYPY,DSL,No,No,Yes,Yes,No,No
1280,8017-LXHFA,Fiber optic,No,Yes,No,No,Yes,Yes
1281,5930-GBIWP,DSL,Yes,Yes,Yes,Yes,No,Yes
1282,6022-KOUQO,DSL,No,No,No,Yes,No,No
1283,6352-TWCAU,Fiber optic,No,No,No,No,Yes,No
1284,2361-UPSND,DSL,Yes,Yes,No,Yes,No,Yes
1285,6035-RIIOM,Fiber optic,No,Yes,No,No,Yes,Yes
1286,2929-QNSRW,Fiber optic,No,Yes,No,No,Yes,Yes
1287,1262-OPMFY,Fiber optic,No,No,Yes,No,No,No
1288,9504-DSHWM,DSL,Yes,No,No,Yes,No,No
1289,5035-BVCXS,Fiber optic,No,Yes,No,No,No,No
1290,6267-DCFFZ,Fiber optic,No,Yes,No,No,Yes,No
1291,3533-UVMOM,DSL,Yes,Yes,Yes,No,No,Yes
1292,2439-LYPMQ,Fiber optic,No,Yes,Yes,No,Yes,Yes
1293,4248-QPAVC,Fiber optic,Yes,No,Yes,No,No,No
1294,1899-VXWXM,Fiber optic,No,Yes,Yes,No,Yes,Yes
1295,1478-VPOAD,DSL,No,No,No,No,No,No
1296,9995-HOTOH,DSL,Yes,Yes,Yes,No,Yes,Yes
1297,2988-PLAHS,DSL,No,No,Yes,No,Yes,Yes
1298,4999-IEZLT,DSL,No,No,No,Yes,No,No
1299,8883-ANODQ,Fiber optic,No,Yes,Yes,No,No,No
1300,4690-LLKUA,DSL,No,No,No,No,No,No
1301,5980-BDHPY,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1302,9469-WEJBT,Fiber optic,No,No,Yes,Yes,No,Yes
1303,3331-HQDTW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1304,9490-DFPMD,Fiber optic,No,No,No,No,Yes,No
1305,2581-VKIRT,DSL,Yes,Yes,No,Yes,No,No
1306,5442-XSDCW,Fiber optic,No,No,No,No,Yes,No
1307,7426-WEIJX,Fiber optic,Yes,No,No,No,No,No
1308,2851-MMUTZ,DSL,No,Yes,No,Yes,No,No
1309,3049-NDXFL,Fiber optic,No,No,No,No,No,Yes
1310,8580-AECUZ,Fiber optic,No,No,No,No,Yes,No
1311,3307-TLCUD,DSL,Yes,No,Yes,No,No,No
1312,7963-GQRMY,DSL,No,No,No,No,No,No
1313,8189-HBVRW,Fiber optic,Yes,Yes,Yes,No,No,No
1314,1228-FZFRV,Fiber optic,Yes,No,Yes,No,Yes,Yes
1315,3500-NSDOA,DSL,No,Yes,No,Yes,No,Yes
1316,3761-FLYZI,Fiber optic,No,Yes,Yes,No,Yes,Yes
1317,2058-DCJBE,Fiber optic,No,No,No,No,No,No
1318,5364-XYIRR,Fiber optic,No,No,No,No,Yes,Yes
1319,4829-AUOAX,Fiber optic,No,No,No,No,Yes,Yes
1320,1219-NNDDO,Fiber optic,No,No,No,No,No,No
1321,9659-QEQSY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1322,5405-ZMYXQ,Fiber optic,No,No,No,No,No,No
1323,5047-LHVLY,DSL,No,No,Yes,No,No,No
1324,1442-OKRJE,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1325,4737-AQCPU,DSL,Yes,Yes,Yes,Yes,No,No
1326,9158-VCTQB,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1327,6311-UEUME,Fiber optic,No,No,No,No,Yes,No
1328,0793-TWELN,Fiber optic,Yes,No,No,No,No,No
1329,1060-ENTOF,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1330,0999-QXNSA,DSL,No,No,No,No,No,No
1331,9225-BZLNZ,DSL,Yes,Yes,Yes,No,Yes,Yes
1332,4422-QVIJA,DSL,No,No,No,No,No,No
1333,9365-SRSZE,Fiber optic,No,No,No,No,No,No
1334,6839-ITVZJ,DSL,No,Yes,No,Yes,No,No
1335,0274-JKUJR,DSL,Yes,Yes,Yes,No,Yes,Yes
1336,5740-YHGTW,Fiber optic,Yes,Yes,No,No,Yes,No
1337,1696-MZVAU,DSL,No,No,No,No,No,No
1338,7359-WWYJV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1339,0375-HVGXO,DSL,No,No,No,No,Yes,No
1340,4906-ZHGPK,DSL,No,Yes,No,Yes,Yes,No
1341,8593-WHYHV,Fiber optic,No,No,No,No,No,Yes
1342,3795-GWTRD,DSL,Yes,Yes,Yes,Yes,Yes,No
1343,1298-PHBTI,Fiber optic,No,Yes,No,Yes,No,No
1344,6097-EQISJ,Fiber optic,No,Yes,Yes,No,Yes,Yes
1345,4423-YLHDV,Fiber optic,Yes,No,Yes,No,Yes,Yes
1346,8158-WPEZG,DSL,No,Yes,No,Yes,No,No
1347,0107-YHINA,Fiber optic,No,No,Yes,No,Yes,Yes
1348,4918-FYJNT,Fiber optic,No,Yes,Yes,Yes,No,No
1349,0727-BNRLG,Fiber optic,No,Yes,Yes,Yes,Yes,No
1350,4854-CIDCF,Fiber optic,No,No,Yes,No,No,No
1351,8640-SDGKB,DSL,No,No,Yes,Yes,Yes,Yes
1352,3280-MRDOF,DSL,No,No,Yes,Yes,Yes,No
1353,6435-SRWBJ,Fiber optic,No,No,Yes,Yes,No,No
1354,6303-KFWSL,DSL,No,Yes,No,No,No,No
1355,1702-CCFNJ,DSL,No,Yes,No,Yes,No,No
1356,8932-CZHRQ,DSL,Yes,Yes,Yes,No,No,Yes
1357,5515-RUGKN,DSL,No,No,No,No,No,Yes
1358,2081-VEYEH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1359,6407-UTSLV,Fiber optic,No,Yes,No,No,Yes,No
1360,4116-TZAQJ,Fiber optic,Yes,No,No,No,No,No
1361,9060-HJJRW,DSL,No,Yes,Yes,No,Yes,Yes
1362,7398-SKNQZ,Fiber optic,No,No,No,No,Yes,Yes
1363,5935-FCCNB,Fiber optic,No,No,No,No,Yes,Yes
1364,1958-RNRKS,DSL,No,No,No,No,No,No
1365,5136-RGMZO,DSL,No,Yes,No,Yes,Yes,No
1366,8345-MVDYC,DSL,Yes,No,Yes,Yes,Yes,Yes
1367,8226-BXGES,Fiber optic,Yes,Yes,Yes,No,No,No
1368,3877-JRJIP,DSL,No,No,No,No,Yes,No
1369,8375-DKEBR,Fiber optic,No,No,No,No,No,No
1370,9705-IOVQQ,Fiber optic,No,Yes,No,No,Yes,Yes
1371,7511-YMXVQ,DSL,No,No,No,No,Yes,Yes
1372,2040-XBAVJ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1373,8887-IPQNC,DSL,No,No,No,No,No,No
1374,8646-JCOMS,Fiber optic,No,Yes,Yes,Yes,No,No
1375,9804-ICWBG,Fiber optic,No,No,No,No,No,No
1376,0106-GHRQR,DSL,No,Yes,Yes,No,No,Yes
1377,5318-IXUZF,Fiber optic,No,Yes,No,No,Yes,No
1378,8952-WCVCD,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1379,3963-RYFNS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1380,3198-VELRD,Fiber optic,No,No,No,No,No,Yes
1381,1320-REHCS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1382,4137-JOPHL,Fiber optic,No,No,Yes,Yes,No,Yes
1383,9436-ZBZCT,Fiber optic,No,No,No,Yes,Yes,No
1384,7801-CEDNV,DSL,Yes,No,No,No,No,No
1385,2057-BOYKM,Fiber optic,Yes,Yes,Yes,Yes,No,No
1386,3658-QQJYD,DSL,Yes,Yes,No,No,Yes,Yes
1387,1803-BGNBD,DSL,No,Yes,No,Yes,No,No
1388,0134-XWXCE,DSL,No,No,Yes,Yes,Yes,Yes
1389,6950-TWMYB,Fiber optic,No,Yes,No,Yes,No,No
1390,2511-MORQY,DSL,No,No,Yes,No,No,No
1391,9470-XCCEM,Fiber optic,No,Yes,No,No,Yes,No
1392,6519-CFDBX,DSL,No,No,No,No,No,No
1393,3902-MIVLE,DSL,Yes,No,Yes,Yes,No,Yes
1394,0409-WTMPL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1395,3669-WHAFY,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1396,3055-VTCGS,DSL,No,No,Yes,No,No,Yes
1397,3144-KMTWZ,Fiber optic,No,Yes,Yes,No,No,Yes
1398,7279-BUYWN,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1399,7156-MHUGY,Fiber optic,No,No,No,No,Yes,Yes
1400,7198-GLXTC,Fiber optic,No,No,No,No,Yes,No
1401,5207-PLSTK,DSL,Yes,No,No,No,No,No
1402,2307-FYNNL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1403,2155-AMQRX,DSL,No,No,No,Yes,No,No
1404,5091-HFAZW,Fiber optic,Yes,Yes,No,No,Yes,No
1405,2519-LBNQL,Fiber optic,No,Yes,Yes,No,Yes,Yes
1406,8623-ULFNQ,DSL,No,No,No,Yes,No,Yes
1407,8380-PEFPE,Fiber optic,No,No,No,No,No,No
1408,1568-LJSZU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1409,7530-HDYDS,Fiber optic,No,Yes,Yes,Yes,No,No
1410,7789-HKSBS,Fiber optic,Yes,No,Yes,No,Yes,Yes
1411,2586-CWXVV,DSL,No,Yes,No,No,No,No
1412,3096-IZETN,Fiber optic,No,No,No,No,No,Yes
1413,2348-KCJLT,DSL,Yes,Yes,Yes,No,No,No
1414,8401-EMUWF,DSL,Yes,Yes,No,No,Yes,No
1415,5377-NDTOU,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1416,5922-ABDVO,Fiber optic,No,No,Yes,No,No,Yes
1417,2474-LCNUE,DSL,No,No,No,Yes,Yes,Yes
1418,9172-ANCRX,Fiber optic,Yes,No,No,No,Yes,Yes
1419,6650-VJONK,DSL,No,No,No,No,No,No
1420,2178-PMGCJ,Fiber optic,No,No,No,No,No,No
1421,7492-TAFJD,DSL,Yes,Yes,Yes,No,No,No
1422,2773-MADBQ,DSL,Yes,Yes,Yes,Yes,No,Yes
1423,7860-KSUGX,DSL,Yes,Yes,Yes,No,No,No
1424,6910-HADCM,Fiber optic,No,No,Yes,No,No,No
1425,4816-LXZYW,Fiber optic,No,Yes,No,No,No,No
1426,9606-PBKBQ,Fiber optic,No,No,No,No,No,Yes
1427,5149-QYTTU,Fiber optic,Yes,Yes,Yes,Yes,No,No
1428,2070-XYMFH,Fiber optic,No,No,Yes,No,No,No
1429,2085-BOJKI,Fiber optic,No,No,Yes,No,Yes,Yes
1430,0817-HSUSE,DSL,No,No,Yes,Yes,Yes,Yes
1431,5663-QBGIS,Fiber optic,No,Yes,No,No,Yes,Yes
1432,4450-MDZFX,Fiber optic,No,No,No,No,No,No
1433,6701-DHKWQ,DSL,No,Yes,Yes,Yes,Yes,No
1434,7554-AKDQF,DSL,No,No,No,No,No,No
1435,3536-IQCTX,Fiber optic,No,No,No,No,No,Yes
1436,4911-BANWH,Fiber optic,No,No,No,No,Yes,No
1437,8496-EJAUI,Fiber optic,No,Yes,No,No,No,No
1438,5423-BHIXO,DSL,No,Yes,No,No,No,No
1439,6908-VVYHM,Fiber optic,No,Yes,No,No,No,Yes
1440,2959-EEXWB,DSL,Yes,No,No,No,Yes,Yes
1441,3030-YDNRM,Fiber optic,No,No,No,No,No,No
1442,3402-XRIUO,DSL,Yes,Yes,No,Yes,No,No
1443,3132-TVFDZ,DSL,No,No,No,No,Yes,Yes
1444,8286-AFUYI,DSL,Yes,No,No,No,No,No
1445,8080-DDEMJ,DSL,No,No,No,No,No,No
1446,8356-WUAOJ,DSL,No,No,No,No,No,No
1447,6365-MTGZX,Fiber optic,No,No,No,Yes,Yes,Yes
1448,8058-DMYRU,Fiber optic,No,Yes,No,No,No,Yes
1449,6990-YNRIO,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1450,6959-GQEGV,DSL,Yes,No,Yes,No,Yes,Yes
1451,1265-HVPZB,DSL,Yes,Yes,Yes,No,Yes,No
1452,4115-UMJFQ,DSL,No,Yes,Yes,No,No,No
1453,0621-TWIEM,DSL,No,No,No,No,No,No
1454,3537-RYBHH,DSL,Yes,Yes,Yes,No,No,No
1455,2485-ITVKB,DSL,No,No,No,No,No,Yes
1456,3669-OYSJI,DSL,No,No,No,No,No,No
1457,1612-EOHDH,DSL,No,No,No,No,No,No
1458,6702-OHFWR,DSL,No,Yes,Yes,No,No,Yes
1459,4510-PYUSH,DSL,Yes,Yes,No,No,No,No
1460,9359-JANWS,DSL,Yes,No,Yes,Yes,No,No
1461,7517-SAWMO,Fiber optic,Yes,No,No,No,No,No
1462,4143-HHPMK,Fiber optic,No,Yes,No,No,No,Yes
