,customerID,MultipleLines
998,9742-XOKTS,Yes
999,6921-OZMFH,Yes
1000,9578-FOMUK,Yes
1001,4712-UYOOI,No
1002,8824-RWFXJ,No
1003,7722-CVFXN,Yes
1004,8717-VCTXJ,No
1005,7363-QTBIW,No
1006,4159-NAAIX,Yes
1007,0971-QIFJK,Yes
1008,9397-TZSHA,Yes
1009,3391-JSQEW,No
1010,9763-PDTKK,No
1011,2176-LVPNX,Yes
1012,7627-JKIAZ,Yes
1013,3312-UUMZW,Yes
1014,1271-UODNO,Yes
1015,8461-EFQYM,Yes
1016,6900-RBKER,Yes
1017,6891-JPYFF,Yes
1018,1047-NNCBF,No
1019,3696-XRIEN,Yes
1020,0074-HDKDG,No
1021,8791-GFXLZ,No
1022,8111-SLLHI,Yes
1023,0927-LCSMG,No
1024,9330-DHBFL,No
1025,0098-BOWSO,No
1026,3452-ABWRL,Yes
1027,5859-HZYLF,No
1028,8257-RZAHR,Yes
1029,5293-WXJAK,Yes
1030,3156-QLHBO,No
1031,2208-NQBCT,No
1032,1779-PWPMG,Yes
1033,6621-NRZAK,No
1034,0831-JNISG,No
1035,0774-IFUVM,Yes
1036,3082-WQRVY,No
1037,9553-DLCLU,Yes
1038,1641-BYBTK,No
1039,2460-NGXBJ,Yes
1040,2446-ZKVAF,Yes
1041,3522-CDKHF,No
1042,0411-EZJZE,Yes
1043,7851-WZEKY,Yes
1044,8844-TONUD,No
1045,8992-CEUEN,No
1046,4320-QMLLA,No
1047,8777-PVYGU,No
1048,8292-ITGYJ,Yes
1049,6870-ZWMNX,Yes
1050,0621-CXBKL,No
1051,5268-DSMNQ,Yes
1052,5334-JLAXU,Yes
1053,4086-YQSNZ,No
1054,6242-MBHPK,No
1055,9359-UGBTK,No
1056,0135-NMXAP,Yes
1057,4782-OSFXZ,Yes
1058,6479-OAUSD,No
1059,7129-ACFOG,Yes
1060,4189-NAKJS,Yes
1061,5562-BETPV,No
1062,9127-FHJBZ,Yes
1063,6270-OMFIW,No
1064,1641-RQDAY,Yes
1065,0107-WESLM,No
1066,6994-ORCWG,Yes
1067,1346-UFHAX,Yes
1068,3992-YWPKO,Yes
1069,2933-XEUJM,Yes
1070,0125-LZQXK,No
1071,5461-QKNTN,Yes
1072,4835-YSJMR,No
1073,8399-YNDCH,No
1074,0887-WBJVH,No
1075,4660-IRIBM,No
1076,5673-FSSMF,Yes
1077,7670-ZBPOQ,Yes
1078,8089-UZWLX,Yes
1079,0080-OROZO,No
1080,3916-NRPAP,No
1081,6807-SIWJI,Yes
1082,8221-HVAYI,Yes
1083,1579-KLYDT,Yes
1084,5232-NXPAY,No
1085,8967-SZQAS,No
1086,4468-KAZHE,No
1087,0455-ENTCR,Yes
1088,8944-AILEF,No
1089,5542-NKVRU,No
1090,7126-RBHSD,Yes
1091,5370-IIVVL,Yes
1092,6789-HJBWG,No
1093,3927-NLNRY,No
1094,9087-EYCPR,Yes
1095,6358-LYNGM,Yes
1096,6077-BDPXA,No
1097,0013-MHZWF,No
1098,5494-HECPR,No
1099,8268-YDIXR,Yes
1100,9824-BEMCV,No
1101,1373-ORVIZ,Yes
1102,4291-SHSBH,No
1103,6980-IMXXE,No
1104,9866-QEVEE,Yes
1105,9897-KXHCM,No
1106,0040-HALCW,No
1107,0784-GTUUK,Yes
1108,7979-CORPM,Yes
1109,2294-DMMUS,Yes
1110,0872-JCPIB,Yes
1111,9091-WTUUY,No
1112,1618-CFHME,Yes
1113,3165-HDOEW,No
1114,7115-IRDHS,Yes
1115,8496-DMZUK,Yes
1116,2040-VZIKE,Yes
1117,9068-VPWQQ,Yes
1118,0178-SZBHO,Yes
1119,0384-RVBPI,No
1120,1689-MRZQR,No
1121,1299-AURJA,Yes
1122,4525-VZCZG,No
1123,1543-LLLFT,Yes
1124,5835-BEQEU,Yes
1125,2788-CJQAQ,No
1126,5565-FILXA,Yes
1127,0319-QZTCO,No
1128,2120-SMPEX,No
1129,0096-FCPUF,Yes
1130,5552-ZNFSJ,No
1131,2223-KAGMX,No
1132,6507-ZJSUR,No
1133,9408-HRXRK,Yes
1134,5593-SUAOO,Yes
1135,7321-PKUYW,Yes
1136,2833-SLKDQ,No
1137,6766-HFKLA,Yes
1138,7595-EUIVN,No
1139,7617-EYGLW,No
1140,2026-TGDHM,No
1141,9220-ZNKJI,No
1142,2226-ICFDO,Yes
1143,5529-GIBVH,No
1144,4187-CINZD,No
1145,9992-UJOEL,No
1146,4741-WWJQZ,No
1147,6625-UTXEW,No
1148,6818-WOBHJ,Yes
1149,6244-BESBM,No
1150,1004-NOZNR,No
1151,1251-STYSZ,Yes
1152,2612-PHGOX,Yes
1153,2408-TZMJL,Yes
1154,8480-PPONV,Yes
1155,8780-IHCRN,Yes
1156,1257-SXUXQ,No
1157,9681-KYGYB,Yes
1158,7182-OVLBJ,Yes
1159,5095-ETBRJ,No
1160,7005-CYUIL,No
1161,4821-WQOYN,No
1162,3452-FLHYD,No
1163,2388-LAESQ,Yes
1164,9531-NSBMR,No
1165,6260-ONULR,No
1166,4389-UEFCZ,Yes
1167,8711-LOBKY,No
1168,9134-CEQMF,No
1169,8985-OOPOS,No
1170,8800-ZKRFW,Yes
1171,2616-FLVQC,No
1172,9968-FFVVH,Yes
1173,3108-PCCGG,Yes
1174,7993-PYKOF,No
1175,8390-FESFV,Yes
1176,3022-BEXHZ,Yes
1177,5027-XWQHA,No
1178,6248-TKCQV,Yes
1179,6729-GDNGC,No
1180,6198-ZFIOJ,Yes
1181,4566-QVRRW,No
1182,1291-CUOCY,Yes
1183,9795-SHUHB,No
1184,3230-IUALN,No
1185,0042-RLHYP,No
1186,8519-IMDHU,Yes
1187,4945-RVMTE,No
1188,0201-OAMXR,Yes
1189,1866-NXPSP,No
1190,3372-KWFBM,Yes
1191,7831-QGOXH,Yes
1192,6393-WRYZE,Yes
1193,1661-CZBAU,Yes
1194,6599-RCLCJ,Yes
1195,9831-BPFRI,Yes
1196,5158-RIVOP,No
1197,9788-YTFGE,No
1198,9277-JOOMO,Yes
1199,1907-YLNYW,No
1200,1725-MIMXW,No
1201,8947-YRTDV,No
1202,3161-ONRWK,No
1203,0114-RSRRW,No
1204,4565-NLZBV,Yes
1205,0031-PVLZI,No
1206,7206-GZCDC,No
1207,4791-QRGMF,Yes
1208,6475-VHUIZ,No
1209,3910-MRQOY,No
1210,0661-WCQNQ,No
1211,4656-CAURT,Yes
1212,4671-LXRDQ,No
1213,3733-LSYCE,No
1214,6265-FRMTQ,No
1215,1934-SJVJK,No
1216,3838-OZURD,Yes
1217,9269-CQOOL,No
1218,2017-CCBLH,No
1219,7690-KPNCU,No
1220,0536-BGFMZ,No
1221,2293-IJWPS,Yes
1222,2845-HSJCY,Yes
1223,5469-NUJUR,No
1224,1184-PJVDB,No
1225,4102-HLENU,Yes
1226,7266-GSSJX,No
1227,7073-QETQY,No
1228,9415-DPEWS,Yes
1229,5624-RYAMH,No
1230,0196-JTUQI,Yes
1231,7130-YXBRO,Yes
1232,9272-LSVYH,No
1233,7943-RQCHR,Yes
1234,3793-MMFUH,Yes
1235,3249-ZPQRG,Yes
1236,2568-BRGYX,No
1237,3084-DOWLE,Yes
1238,1084-MNSMJ,No
1239,7249-WBIYX,Yes
1240,4238-HFHSN,Yes
1241,6250-CGGUN,No
1242,5478-JJVZK,Yes
1243,7596-IIWYC,No
1244,6567-HOOPW,No
1245,9793-WECQC,No
1246,4291-HPAXL,No
1247,8999-YPYBV,No
1248,1839-FBNFR,No
1249,3164-AALRN,No
1250,3071-MVJCD,Yes
1251,1697-BCSHV,Yes
1252,1131-SUEKT,No
1253,3717-OEAUQ,No
1254,4538-WNTMJ,Yes
1255,3334-CTHOL,Yes
1256,4704-ERYFC,No
1257,9432-RUVSL,No
1258,8060-HIWJJ,Yes
1259,7684-XSZIY,Yes
1260,9089-UOWJG,No
1261,8621-MNIHH,Yes
1262,8039-ACLPL,No
1263,9885-AIBVB,Yes
1264,1934-MKPXS,No
1265,2592-YKDIF,No
1266,2272-JKMSI,Yes
1267,0471-LVHGK,Yes
1268,9518-RWHZL,Yes
1269,8714-CTZJW,No
1270,3569-EDBPQ,Yes
1271,3131-NWVFJ,No
1272,7521-YXVZY,No
1273,5419-CONWX,No
1274,2373-NTKOD,No
1275,1970-KKFWL,Yes
1276,6960-HVYXR,Yes
1277,9337-SRRNI,Yes
1278,5678-VFNEQ,Yes
1279,5977-CKHON,Yes
1280,7024-OHCCK,Yes
1281,2692-BUCFV,No
1282,7861-UVUFT,No
1283,1830-GGFNM,Yes
1284,5302-BDJNT,Yes
1285,5223-UZAVK,No
1286,5651-WYIPH,No
1287,9350-VLHMB,Yes
1288,3498-LZGQZ,No
1289,8785-CJSHH,Yes
1290,5357-TZHPP,Yes
1291,3870-SPZSI,Yes
1292,0680-DFNNY,Yes
1293,7560-QRBXH,No
1294,7077-XJMET,No
1295,8752-GHJFU,Yes
1296,6896-SRVYQ,No
1297,7767-UXAGJ,Yes
1298,4652-ODEVH,Yes
1299,6510-UPNKS,Yes
1300,6718-BDGHG,Yes
1301,9046-DQMTP,No
1302,6439-LAJXL,No
1303,1571-SAVHK,Yes
1304,9052-VKDUW,Yes
1305,9546-CQJSU,Yes
1306,1666-JZPZT,Yes
1307,5777-KJIRB,No
1308,0506-LVNGN,No
1309,7677-SJJJK,No
1310,2480-EJWYP,Yes
1311,3253-HKOKL,No
1312,7055-HNEOJ,No
1313,5514-YQENT,No
1314,3211-AAPKX,Yes
1315,8445-DNBAE,Yes
1316,2951-QOQTK,Yes
1317,2958-NHPPS,No
1318,6806-YDEUL,No
1319,1735-XMJVH,No
1320,6890-PFRQX,Yes
1321,5899-OUVKV,No
1322,8681-ICONS,No
1323,1621-YNCJH,Yes
1324,3473-XIIIT,Yes
1325,6362-QHAFM,Yes
1326,7893-IXHRQ,No
1327,3070-BDOQC,No
1328,2952-QAYZF,Yes
1329,6234-PFPXL,Yes
1330,9824-QCJPK,No
1331,4763-PGDPO,No
1332,4283-IVYCI,No
1333,1866-OBPNR,No
1334,8205-MQUGY,No
1335,8970-ANWXO,Yes
1336,9480-BQJEI,Yes
1337,5394-SVGJV,Yes
1338,6979-TNDEU,No
1339,9777-WJJPR,Yes
1340,9283-LZQOH,Yes
1341,7079-QRCBC,Yes
1342,9495-SKLKD,Yes
1343,6048-UWKAL,Yes
1344,5067-DGXLL,No
1345,5469-CTCWN,Yes
1346,9851-QXEEQ,Yes
1347,9290-SHCMB,No
1348,0743-HNPFG,No
1349,2277-BKJKN,No
1350,9809-IMGCQ,Yes
1351,5208-HFSBT,No
1352,5035-PGZXH,Yes
1353,8695-WDYEA,No
1354,6543-JXSOO,No
1355,8016-ZMGMO,Yes
1356,8605-ITULD,No
1357,3254-YRILK,Yes
1358,6416-YJTTB,No
1359,2667-WYLWJ,No
1360,4472-VESGY,Yes
1361,3195-TQDZX,No
1362,3128-YOVTD,No
1363,0529-ONKER,Yes
1364,1728-CXQBE,Yes
1365,5014-GSOUQ,No
1366,5724-BIDBU,Yes
1367,0481-SUMCB,Yes
1368,1769-GRUIK,No
1369,5240-IJOQT,Yes
1370,7427-AUFPY,No
1371,2811-POVEX,No
1372,1092-GANHU,No
1373,7898-PDWQE,Yes
1374,9972-EWRJS,No
1375,9314-IJWSQ,Yes
1376,5799-JRCZO,No
1377,1921-KYSAY,Yes
1378,6198-RTPMF,Yes
1379,2924-KHUVI,Yes
1380,1925-GMVBW,No
1381,6184-DYUOB,No
1382,9207-ZPANB,Yes
1383,5766-XQXMQ,No
1384,9327-QSDED,No
1385,1656-DRSMG,Yes
1386,3012-VFFMN,No
1387,2984-AFWNC,No
1388,0640-YJTPY,No
1389,8096-LOIST,No
1390,9764-REAFF,No
1391,3703-VAVCL,No
1392,7107-UBYKY,Yes
1393,4881-GQJTW,No
1394,8519-QJGJD,No
1395,7876-DNYAP,No
1396,7905-NJMXS,Yes
1397,2882-WDTBA,No
1398,2091-GPPIQ,Yes
1399,6326-MTTXK,Yes
1400,5071-FBJFS,No
1401,2796-UUZZO,No
1402,2429-AYKKO,No
1403,9798-OPFEM,No
1404,0330-IVZHA,No
1405,3794-NFNCH,No
1406,5193-QLVZB,Yes
1407,7114-AEOZE,No
1408,2886-KEFUM,Yes
1409,5522-NYKPB,No
1410,4237-RLAQD,No
1411,9957-YODKZ,Yes
1412,6518-KZXCB,Yes
1413,2245-ADZFJ,Yes
1414,7776-QGYJC,No
1415,9313-QOLTZ,No
1416,9651-GTSAQ,No
1417,3186-BAXNB,No
1418,4672-FOTSD,Yes
1419,0637-YLETY,Yes
1420,9818-XQCUV,No
1421,1157-BQCUW,Yes
1422,3223-DWFIO,No
1423,2660-EMUBI,Yes
1424,6968-GMKPR,No
1425,4751-ERMAN,No
1426,1436-ZMJAN,No
1427,3292-PBZEJ,Yes
1428,0799-DDIHE,No
1429,3070-FNFZQ,No
1430,2812-SFXMJ,No
1431,7675-OZCZG,No
1432,5014-WUQMG,No
1433,5312-TSZVC,No
1434,2003-CKLOR,No
1435,0993-OSGPT,No
1436,9254-RBFON,No
1437,1205-WNWPJ,No
1438,9391-EOYLI,No
1439,7108-DGVUU,Yes
1440,5127-BZENZ,Yes
1441,2720-FVBQP,Yes
1442,4522-XRWWI,Yes
1443,3766-EJLFL,Yes
1444,5939-SXWHM,Yes
1445,8152-UOBNY,Yes
1446,7351-KYHQH,No
1447,7643-RCHXS,No
1448,8246-SHFGA,No
1449,8387-MOJJT,No
1450,0620-XEFWH,No
1451,6485-QXWWE,Yes
1452,2761-OCIAX,No
1453,7321-VGNKU,No
1454,5327-CNLUQ,Yes
1455,7552-KEYGT,No
1456,5816-JMLGY,No
1457,3068-OMWZA,Yes
1458,2927-QRRQV,Yes
1459,6032-KRXXO,No
1460,7459-RRWQZ,Yes
1461,6265-SXWBU,Yes
1462,7941-RCJOW,No
1463,6374-NTQLP,No
1464,4154-AQUGT,No
1465,2387-KDZQY,No
1466,3584-WKTTW,Yes
1467,3399-BMLVW,No
1468,1971-DTCZB,Yes
1469,3092-IGHWF,Yes
1470,3374-PZLXD,No
1471,2812-REYAT,No
1472,6518-PPLMZ,No
1473,4939-KYYPY,Yes
1474,8017-LXHFA,No
1475,5930-GBIWP,Yes
1476,6352-TWCAU,Yes
1477,2361-UPSND,No
1478,6035-RIIOM,Yes
1479,2929-QNSRW,Yes
1480,1262-OPMFY,No
1481,9504-DSHWM,Yes
1482,5035-BVCXS,No
1483,6267-DCFFZ,Yes
1484,3533-UVMOM,No
1485,2439-LYPMQ,Yes
1486,4248-QPAVC,Yes
1487,1899-VXWXM,Yes
1488,1478-VPOAD,No
1489,2988-PLAHS,No
1490,1371-OJCEK,Yes
1491,8883-ANODQ,Yes
1492,4690-LLKUA,No
1493,2351-RRBUE,No
1494,5980-BDHPY,Yes
1495,1498-DQNRX,No
1496,9469-WEJBT,No
1497,3331-HQDTW,Yes
1498,9490-DFPMD,Yes
1499,2581-VKIRT,Yes
1500,5442-XSDCW,No
1501,7426-WEIJX,Yes
1502,2851-MMUTZ,No
1503,3049-NDXFL,Yes
1504,8580-AECUZ,No
1505,6625-FLENO,No
1506,2967-MXRAV,No
1507,7963-GQRMY,No
1508,8189-HBVRW,Yes
1509,4163-KIUHY,Yes
1510,1228-FZFRV,Yes
1511,3500-NSDOA,Yes
1512,1171-TYKUR,Yes
1513,3761-FLYZI,Yes
1514,2058-DCJBE,No
1515,5364-XYIRR,Yes
1516,4829-AUOAX,Yes
1517,1219-NNDDO,Yes
1518,8388-DMKAE,No
1519,4403-BWPAY,Yes
1520,9659-QEQSY,Yes
1521,5405-ZMYXQ,Yes
1522,5047-LHVLY,No
1523,1442-OKRJE,No
1524,4737-AQCPU,Yes
1525,9158-VCTQB,Yes
1526,2808-CHTDM,Yes
1527,6311-UEUME,No
1528,0793-TWELN,Yes
1529,3283-WCWXT,Yes
1530,1060-ENTOF,Yes
1531,0999-QXNSA,No
1532,5451-MHQOF,Yes
1533,4836-WNFNO,Yes
1534,9225-BZLNZ,Yes
1535,0354-VXMJC,No
1536,4422-QVIJA,Yes
1537,9365-SRSZE,No
1538,6839-ITVZJ,Yes
1539,8332-OSJDW,Yes
1540,4735-BJKOU,No
1541,5740-YHGTW,Yes
1542,8917-SZTTJ,No
1543,7359-WWYJV,Yes
1544,4906-ZHGPK,Yes
1545,8593-WHYHV,Yes
1546,3795-GWTRD,No
1547,1298-PHBTI,Yes
1548,6223-DHJGV,No
1549,6961-MJKBO,No
1550,6097-EQISJ,Yes
1551,4423-YLHDV,Yes
1552,0107-YHINA,Yes
1553,4918-FYJNT,Yes
1554,0727-BNRLG,Yes
1555,4854-CIDCF,No
1556,8640-SDGKB,No
1557,3280-MRDOF,Yes
1558,6435-SRWBJ,Yes
1559,9964-WBQDJ,Yes
1560,6303-KFWSL,Yes
1561,1702-CCFNJ,Yes
1562,8932-CZHRQ,Yes
1563,0386-CWRGM,No
1564,5515-RUGKN,No
1565,0404-AHASP,No
1566,7279-NMVJC,No
1567,2081-VEYEH,No
1568,6407-UTSLV,No
1569,4116-TZAQJ,No
1570,2587-YNLES,No
1571,7398-SKNQZ,Yes
1572,5935-FCCNB,Yes
1573,1958-RNRKS,Yes
1574,5136-RGMZO,Yes
1575,8345-MVDYC,No
1576,8226-BXGES,Yes
1577,3877-JRJIP,Yes
1578,8375-DKEBR,No
1579,9705-IOVQQ,Yes
1580,1015-OWJKI,No
1581,2040-XBAVJ,Yes
1582,7551-JOHTI,No
1583,8887-IPQNC,No
1584,8646-JCOMS,Yes
1585,9804-ICWBG,No
1586,1222-KJNZD,No
1587,0106-GHRQR,Yes
1588,5318-IXUZF,No
1589,3768-VHXQO,Yes
1590,8952-WCVCD,No
1591,2418-TPEUN,No
1592,3963-RYFNS,Yes
1593,3198-VELRD,Yes
1594,8540-ZQGEA,No
1595,1320-REHCS,Yes
1596,4137-JOPHL,No
1597,9436-ZBZCT,Yes
1598,7801-CEDNV,No
1599,2057-BOYKM,Yes
1600,3658-QQJYD,No
1601,1803-BGNBD,No
1602,0134-XWXCE,No
1603,6950-TWMYB,No
1604,5848-FHRFC,No
1605,2243-FNMMI,No
1606,2511-MORQY,Yes
1607,5356-KZCKT,Yes
1608,9470-XCCEM,Yes
1609,6519-CFDBX,No
1610,3902-MIVLE,Yes
1611,0409-WTMPL,Yes
1612,8763-KIAFH,No
1613,3669-WHAFY,Yes
1614,3055-VTCGS,No
1615,3144-KMTWZ,Yes
1616,7279-BUYWN,Yes
1617,7156-MHUGY,No
1618,7198-GLXTC,No
1619,2007-QVGAW,No
1620,5207-PLSTK,No
1621,2307-FYNNL,Yes
1622,5605-XNWEN,Yes
1623,2155-AMQRX,Yes
1624,6181-AXXYF,Yes
1625,5091-HFAZW,No
1626,0516-VRYBW,No
1627,2519-LBNQL,Yes
1628,8623-ULFNQ,Yes
1629,8380-PEFPE,No
1630,5687-DKDTV,No
1631,1568-LJSZU,Yes
1632,7530-HDYDS,No
1633,7789-HKSBS,Yes
1634,7416-CKTEP,No
1635,3096-IZETN,No
1636,2348-KCJLT,No
1637,8401-EMUWF,Yes
1638,4193-IBKSW,Yes
1639,5377-NDTOU,Yes
1640,5922-ABDVO,Yes
1641,2474-LCNUE,Yes
1642,0839-QNXME,No
1643,3506-OVLKD,Yes
1644,9172-ANCRX,Yes
1645,6650-VJONK,No
1646,2178-PMGCJ,No
1647,6016-LVTJQ,No
1648,7860-KSUGX,Yes
1649,8966-KZXXA,Yes
1650,6910-HADCM,No
1651,4816-LXZYW,Yes
1652,9606-PBKBQ,Yes
1653,5149-QYTTU,Yes
1654,2070-XYMFH,Yes
1655,2085-BOJKI,No
1656,0817-HSUSE,No
1657,5442-PPTJY,No
1658,1927-QEWMY,No
1659,1663-MHLHE,No
1660,5663-QBGIS,Yes
1661,4450-MDZFX,Yes
1662,7554-AKDQF,No
1663,3536-IQCTX,Yes
1664,4911-BANWH,Yes
1665,8496-EJAUI,No
1666,0794-YVSGE,No
1667,5423-BHIXO,Yes
1668,6908-VVYHM,Yes
1669,1839-UMACK,Yes
1670,3030-YDNRM,Yes
1671,7321-KKSDU,No
1672,3402-XRIUO,Yes
1673,8286-AFUYI,No
1674,8080-DDEMJ,No
1675,8356-WUAOJ,No
1676,6365-MTGZX,No
1677,1349-WXNGG,No
1678,8058-DMYRU,Yes
1679,9350-ZXYJC,Yes
1680,6990-YNRIO,Yes
1681,8958-JPTRR,Yes
1682,6959-GQEGV,No
1683,3173-WSSUE,No
1684,1265-HVPZB,No
1685,7369-TRPFD,No
1686,1098-KFQEC,No
1687,7190-XHTWJ,No
1688,0621-TWIEM,No
1689,3537-RYBHH,Yes
1690,3669-OYSJI,No
1691,1612-EOHDH,No
1692,5296-BFCYD,No
1693,4510-PYUSH,No
1694,9359-JANWS,No
1695,7517-SAWMO,No
1696,4143-HHPMK,No
1697,3279-DYZQM,No
1698,7054-LGEQW,No
1699,9575-IWCAZ,Yes
1700,7105-MXJLL,No
1701,7064-FRRSW,Yes
1702,7940-UQQUG,Yes
1703,0923-PNFUB,No
1704,3961-SXAXY,No
1705,7010-BRBUU,Yes
1706,3566-HJGPK,No
1707,3062-ICYZQ,Yes
1708,9938-PRCVK,No
1709,0973-KYVNF,No
1710,5129-HHMZC,Yes
1711,9637-CDTKZ,Yes
1712,3946-JEWRQ,Yes
1713,7873-CVMAW,Yes
1714,0463-WZZKO,No
1715,3494-JCHRQ,No
1716,6474-FVJLC,Yes
1717,5832-EXGTT,No
1718,8840-DQLGN,Yes
1719,2039-JONDJ,No
1720,7217-JYHOQ,No
1721,6695-FRVEC,No
1722,4547-LYTDD,Yes
1723,9894-QMIMJ,No
1724,6770-XUAGN,No
1725,4193-ORFCL,No
1726,3466-WAESX,Yes
1727,3638-VBZTA,Yes
1728,7459-IMVYU,Yes
1729,7776-QWNFX,No
1730,6689-TCZHQ,No
1731,8563-OYMQY,No
1732,0754-EEBDC,No
1733,5777-ZPQNC,No
1734,1951-IEYXM,Yes
1735,3318-NMQXL,No
1736,3143-ILDAL,Yes
1737,1022-RKXDR,Yes
1738,2272-UOINI,No
1739,8232-UTFOZ,No
1740,3750-YHRYO,No
1741,5668-MEISB,Yes
1742,0129-QMPDR,No
1743,7188-CBBBA,Yes
1744,5356-CSVSQ,Yes
1745,3221-CJMSG,No
1746,4720-VSTSI,Yes
1747,3219-JQRSL,Yes
1748,2801-NISEI,No
1749,3946-MHCZW,No
1750,4623-ZKHLY,No
1751,6732-VAILE,Yes
1752,8201-AAXCB,Yes
1753,7696-CFTAT,No
1754,1845-CSBRZ,Yes
1755,2123-VSCOT,Yes
1756,6651-AZVTJ,Yes
1757,4566-GOLUK,Yes
1758,2484-DGXPZ,No
1759,2018-QKYGT,No
1760,2792-VPPET,No
1761,7409-JURKQ,Yes
1762,3247-MHJKM,No
1763,1964-SVLEA,No
1764,4587-NUKOX,No
1765,7297-DVYGA,No
1766,2239-CGBUZ,No
1767,0854-UYHZD,No
1768,7243-LCGGZ,No
1769,8267-KFGYD,No
1770,4890-VMUAV,Yes
1771,9261-WDCAF,No
1772,3764-MNMOI,No
1773,7442-YGZFK,Yes
1774,8229-BUJHX,No
1775,7449-HVPIV,Yes
1776,5504-WSIUR,Yes
1777,8183-ONMXC,No
1778,8466-PZBLH,Yes
1779,9614-RMGHA,Yes
1780,8735-IJJEG,No
1781,0564-MUUQK,Yes
1782,5054-IEXZT,No
1783,5834-ASPWA,Yes
1784,0701-RFGFI,Yes
1785,0019-EFAEP,Yes
1786,5619-PTMIK,Yes
1787,3737-XBQDD,Yes
1788,5846-QFDFI,Yes
1789,4445-KWOKW,Yes
1790,3511-APPBJ,No
1791,7967-HYCDE,No
1792,2430-RRYUW,No
1793,3948-XHGNA,No
1794,3723-BFBGR,Yes
1795,0565-IYCGT,Yes
1796,5447-WZAFP,No
1797,5445-UTODQ,No
1798,4425-OWHWB,No
1799,7892-QVYKW,Yes
1800,9675-ICXCT,No
1801,1024-VRZHF,Yes
1802,4703-MQYKT,No
1803,9497-QCMMS,Yes
1804,5692-ICXLW,Yes
1805,0602-DDUML,No
1806,2208-MPXIO,No
1807,1960-UYCNN,Yes
1808,0348-SDKOL,Yes
1809,3190-FZATL,No
1810,7336-RLLRH,Yes
1811,4373-MAVJG,Yes
1812,7710-JSYOA,Yes
1813,5419-KLXBN,No
1814,3424-NMNBO,Yes
1815,4514-GFCFI,Yes
1816,0607-MVMGC,Yes
1817,3365-SAIGS,No
1818,9828-AOQLM,No
1819,8022-BECSI,No
1820,8000-REIQB,No
1821,9993-LHIEB,No
1822,0266-CLZKZ,Yes
1823,3858-VOBET,Yes
1824,7020-OZKXZ,No
1825,3977-QCRSL,No
1826,1447-PJGGA,No
1827,8565-CLBZW,Yes
1828,9139-WQQDY,Yes
1829,0224-HJAPT,Yes
1830,8086-OVPWV,No
1831,9430-FRQOC,Yes
1832,7639-OPLNG,Yes
1833,3074-GQWYX,Yes
1834,1492-QGCLU,Yes
1835,6845-RGTYS,Yes
1836,7328-OWMOM,No
1837,4418-LZMSV,No
1838,5155-AZQPB,Yes
1839,8861-HGGKB,Yes
1840,1087-GRUYI,No
1841,7065-YUNRY,No
1842,7694-VLBWQ,Yes
1843,2546-KZAAT,No
1844,0181-RITDD,No
1845,5989-PGKJB,No
1846,4795-KTRTH,Yes
1847,8272-ONJLV,No
1848,1488-PBLJN,Yes
1849,0308-GIQJT,Yes
1850,3778-FOAQW,No
1851,4452-ROHMO,No
1852,6481-OGDOO,No
1853,3090-LETTY,Yes
1854,3753-TSEMP,No
1855,8305-VHZBZ,No
1856,9720-JJJOR,No
1857,8100-HZZLJ,No
1858,8775-ERLNB,Yes
1859,8309-IEYJD,No
1860,9172-JITSM,No
1861,6298-QDFNH,Yes
1862,7398-HPYZQ,Yes
1863,3546-GHEAE,No
1864,7361-YPXFS,Yes
1865,6557-BZXLQ,No
1866,2550-QHZGP,No
1867,7519-JTWQH,Yes
1868,8543-MSDMF,No
1869,9961-JBNMK,No
1870,1170-SASML,Yes
1871,5346-BZCHP,No
1872,2038-LLMLM,Yes
1873,6173-ITPWD,Yes
1874,9734-UYXQI,Yes
1875,1216-BGTSP,Yes
1876,4138-NAXED,Yes
1877,2189-UXTKY,Yes
1878,0744-BIKKF,Yes
1879,7483-IQWIB,Yes
1880,5248-KWLAR,Yes
1881,4958-GZWIY,No
1882,7996-MHXLW,Yes
1883,7833-PKIHD,No
1884,7061-OVMIM,No
1885,5153-RTHKF,Yes
1886,1852-QSWCD,Yes
1887,4832-VRBMR,Yes
1888,9079-LWTFD,Yes
1889,6356-ELRKD,No
1890,8624-GIOUT,Yes
1891,3392-EHMNK,Yes
1892,5986-WWXDV,No
1893,3061-BCKYI,No
1894,6179-GJPSO,No
1895,7901-TBKJX,Yes
1896,7228-PAQPD,No
1897,3177-LASXD,No
1898,7746-QYVCO,No
1899,5804-HYIEZ,Yes
1900,9919-FZDED,Yes
1901,5934-TSSAU,No
1902,3486-KHMLI,Yes
1903,4897-QSUYC,No
1904,1084-UQCHV,No
1905,8290-YWKHZ,Yes
1906,2955-BJZHG,No
1907,6784-XYJAE,Yes
1908,8957-THMOA,No
1909,2251-PYLPB,Yes
1910,5555-RNPGT,Yes
1911,1057-FOGLZ,No
1912,9300-RENDD,No
1913,0761-AETCS,No
1914,8087-LGYHQ,No
1915,4137-BTIKL,Yes
1916,2190-BCXEC,Yes
1917,6227-FBDXH,Yes
1918,2153-MREFK,Yes
1919,2911-WDXMV,Yes
1920,7206-PQBBZ,No
1921,3106-ULWFW,Yes
1922,0925-VYDLG,Yes
1923,4547-FZJWE,No
1924,7422-WNBTY,Yes
1925,0842-IWYCP,No
1926,3521-HTQTV,Yes
1927,3744-ZBHON,No
1928,3373-DIUUN,No
